pcode,Country 1,Border Name in Country 1,Country 2,Border Name in Country 2,loc_type,mod_by,mod_date,created_user,created_date,x,y
UGACODc000155,Uganda,Rwebisengo,Democratic Republic of the Congo,,Official,,"February 19, 2018",,,3369831.787900001,116459.34840000048
UGASSDc000006,Uganda,Keyi,South Sudan,,Official,,"November 8, 2016",,,3476335.9530999996,422655.8482999988
UGARWAc000001,Uganda,Katuna,Rwanda,Gatuna,Official,,"February 19, 2018",,,3340836.400199998,-158532.82699999958
UGACODc000153,Uganda,Sebagoro,Democratic Republic of the Congo,,Not Official,,"February 19, 2018",,,3440784.0483999997,160623.17060000077
UGASSDc000004,Uganda,Busia,South Sudan,,Not Official,,"February 19, 2018",,,3450383.796,412645.3502999991
UGACODc000141,Uganda,Busanja,Democratic Republic of the Congo,,Not Official,,"February 19, 2018",,,3293252.8838,-129328.71379999816
UGASSDc000003,Uganda,Pomoju,South Sudan,,Official,,"August 26, 2016",,,3525942.8280000016,413147.87099999934
UGATZAc000002,Uganda,Kikagati,United Republic of Tanzania,Murongo,Official,,"February 19, 2018",,,3411746.9158000015,-118592.0353000015
UGASSDc000008,Uganda,Waligo,South Sudan,,Official,,"February 19, 2018",,,3602731.643599998,401757.74760000035
UGASSDc000009,Uganda,Aweno-Olwiyo,South Sudan,Labone,Official,,"February 19, 2018",,,3646424.5436999984,416692.89460000023
UGASSDc000007,Uganda,Angilia,South Sudan,,Not Official,,"February 19, 2018",,,3490463.154100001,418687.44509999827
UGACODc000159,Uganda,Paiha,Democratic Poeple's Rep. of Korea,,Official,,"May 7, 2018",,,3449199.8018999994,269085.564199999
UGACODc000154,Uganda,Mpondwe,Democratic Republic of the Congo,Kyasenda,Official,,"February 19, 2018",,,3308462.2432000004,4663.062600001693
UGACODc000148,Uganda,Nyankanda,Democratic Republic of the Congo,,Not Official,,"February 19, 2018",,,3366617.9941999987,102618.73360000178
UGACODc000138,Uganda,Ishasa,Democratic Poeple's Rep. of Korea,,Official,,"February 19, 2018",,,3298206.6011999995,-80973.52360000089
UGASSDc000001,Uganda,Madi-Opei,South Sudan,,Official,,"February 19, 2018",,,3695972.2925000004,420418.8627999984
UGACODc000139,Uganda,Kyeshero,Democratic Republic of the Congo,,Not Official,,"February 19, 2018",,,3297513.4147000015,-100283.84589999914
UGASSDc000002,Uganda,Ngomoromo,South Sudan,Pajok,Official,,"February 19, 2018",,,3626417.9822000004,412075.7646000013
UGASSDc000010,Uganda,Afoji,South Sudan,,Official,,"February 19, 2018",,,3525885.0161000006,413807.62310000136
UGACODc000152,Uganda,Nsonga,Democratic Republic of the Congo,,Not Official,,"February 19, 2018",,,3421789.4923,136958.54450000077
UGARWAc000002,Uganda,Mirama Hills,Rwanda,,Official,,"February 19, 2018",,,3390701.7434,-117055.0075000003
UGACODc000147,Uganda,Bulyantano,Democratic Republic of the Congo,,Not Official,,"February 19, 2018",,,3336603.8104999997,66496.01000000164
UGATZAc000001,Uganda,Mutukula,United Republic of Tanzania,,Official,,"February 19, 2018",,,3497291.714299999,-111325.14290000126
UGACODc000151,Uganda,Kasiri,Democratic Republic of the Congo,,Not Official,,"February 19, 2018",,,3336409.3352999985,78184.75329999998
UGASSDc000005,Uganda,Chakulia,South Sudan,,Official,,"November 8, 2016",,,3465172.519699998,418037.58669999987
UGACODc000140,Uganda,Butogota,Democratic Republic of the Congo,,Not Official,,"February 19, 2018",,,3298540.0029999986,-98907.32389999926
UGACODc000145,Uganda,Butogo,Democratic Republic of the Congo,,Not Official,,"February 19, 2018",,,3336404.6598999985,80577.63980000094
UGACODc000142,Uganda,Bunagana,Democratic Republic of the Congo,,Official,,"February 19, 2018",,,3294994.1433000006,-144093.74060000107
UGACODc000157,Uganda,Makindo,Democratic Republic of the Congo,,Not Official,,"February 19, 2018",,,3376979.0557999983,127988.26579999924
UGACODc000158,Uganda,Canara,Democratic Republic of the Congo,,Official,,"February 19, 2018",,,3399425.4065999985,117312.31030000001
UGACODc000156,Uganda,Budiba,Democratic Republic of the Congo,,Not Official,,"February 19, 2018",,,3366544.1893999986,123636.05160000175
UKRMDAc000008,Ukraine,Mamalyha,Republic of Moldova,Criva,Official,,,UNHCR_WRITER,"February 24, 2022",2963910.657200001,6151082.9695999995
UKRMDAc000009,Ukraine,Rososhany,Republic of Moldova,Briceni,Official,,,UNHCR_WRITER,"February 24, 2022",3010752.2798999995,6169801.085900001
UKRMDAc000010,Ukraine,Sokyriany,Republic of Moldova,Birnova,Official,,,UNHCR_WRITER,"February 24, 2022",3057189.9811000004,6180066.283799998
UKRMDAc000011,Ukraine,Mohyliv-Podildky,Republic of Moldova,Otaci,Official,,,UNHCR_WRITER,"February 24, 2022",3093583.5786000006,6181027.497299999
UKRMDAc000012,Ukraine,Bronnytsia,Republic of Moldova,Unguri,Official,,,UNHCR_WRITER,"February 24, 2022",3103305.7908000015,6173504.862400003
UKRMDAc000007,Ukraine,Yampil,Republic of Moldova,Soroca,Official,,,UNHCR_WRITER,"February 24, 2022",3150158.1986000016,6146621.163199998
UKRMDAc000013,Ukraine,Maiaky,Republic of Moldova,Palanca,Official,leo,"March 7, 2022",UNHCR_WRITER,"February 24, 2022",3357603.5744000003,5846818.4234
UKRMDA000014,Ukraine,Udobne,Republic of Moldova,Palanca,Official,,,UNHCR_WRITER,"February 24, 2022",3349280.7047000006,5842281.990999997
UKRMDAc000001,Ukraine,Udobne,Republic of Moldova,Tudora,Official,,,UNHCR_WRITER,"February 24, 2022",3337367.531800002,5842666.286899999
UKRMDAc000002,Ukraine,Serpneve,Republic of Moldova,Basarabeasca,Official,,,UNHCR_WRITER,"February 24, 2022",3227067.148400001,5832399.971199997
UKRMDAc000003,Ukraine,Novi Troiany,Republic of Moldova,Ceadir-Lunga,Official,,,UNHCR_WRITER,"February 24, 2022",3210824.396499999,5777342.0942
UKRMDAc000004,Ukraine,Bolhrad,Republic of Moldova,Vulcanesti,Official,,,UNHCR_WRITER,"February 24, 2022",3172882.4802,5732233.387900002
UKRMDAc000005,Ukraine,Kuchurhany,Republic of Moldova,Pervomaisc,Official,,,UNHCR_WRITER,"February 24, 2022",3336721.2084,5899278.634900004
UKRMDAc000006,Ukraine,Platnove,Republic of Moldova,Dubau,Official,,,UNHCR_WRITER,"February 24, 2022",3265000.5516000018,6008188.973200001
ROUUKRc000008,Ukraine,Orlivka,Romania,Isaccea,Official,krolikie,"February 24, 2022",core_edit,"February 25, 2022",3167378.3812000006,5666316.016199999
UZBAFGc000024,Uzbekistan,Termez,Afghanistan,Hairaton                                                                                            ,Not Official,,"November 15, 2012",,,7505996.717,4471062.696900003
UZBAFGc000051,Uzbekistan,Yallama,Kazakhstan,,Official,,,core_edit,"June 20, 2022",7650680.464000002,5007839.5612
UZBAFGc000053,Uzbekistan,Navoi,Kazakhstan,Kaplanbek,Official,,,core_edit,"June 20, 2022",7704058.988400001,5079918.0923999995
UZBAFGc000052,Uzbekistan,Gisht-Ko'prik,Kazakhstan,Zhibek Zholy,Official,,,core_edit,"June 20, 2022",7720728.632199999,5081373.292499997
UZBAFGc000055,Uzbekistan,Dautota,Kazakhstan,,Official,,,core_edit,"June 20, 2022",6233900.431600001,5604073.957000002
UZBAFGc000057,Uzbekistan,Alat,Turkmenistan,,Official,,,core_edit,"June 20, 2022",7092749.998100001,4753385.827799998
UZBAFGc000056,Uzbekistan,Sariosiyo,Tajikistan,,Official,,,core_edit,"June 20, 2022",7581787.408599999,4650905.5233
UZBAFGc000050,Uzbekistan,Jartepa,Tajikistan,Panjakent,Official,,,core_edit,"June 20, 2022",7502942.839000002,4796155.0266999975
UZBAFGc000054,Uzbekistan,Oybek,Tajikistan,,Official,,,core_edit,"June 20, 2022",7710520.313999999,4895034.235699996
YEMSOMc000095,Yemen,Hisn Bal'id,Somalia,,Not Official,,"November 15, 2012",,,5228503.830499999,1522798.3361999989
ZMBCODc000002,Zambia,Sakania,Democratic Republic of the Congo,,Official,,"September 4, 2017",,,3170845.726500001,-1430627.4486000016
ZMBCODc000001,Zambia,Chembe,Democratic Republic of the Congo,Malashio,Official,,"September 4, 2017",,,3199964.3106000014,-1340426.2003000006
ZMBTZAc000002,Zambia,Nakonde,United Republic of Tanzania,Tunduma,Official,,"September 5, 2017",,,3647237.4716,-1041677.6369000003
ZMBCODc000003,Zambia,Murundi,Democratic Republic of the Congo,Mokambo,Official,,"September 4, 2017",,,3153713.2256999984,-1394614.2325999998
ZMBTZAc000001,Zambia,Mpulungu,United Republic of Tanzania,,Official,,"September 4, 2017",,,3472189.8797999993,-968574.4367000014
ZMBCODc000004,Zambia,Chiliabombwe,Democratic Republic of the Congo,Kasumbalese,Official,,"September 4, 2017",,,3095322.8658000007,-1375034.2316999994
ZMBCODc000006,Zambia,Nsumbu,Democratic Republic of the Congo,,Official,,"September 4, 2017",,,3399999.6325999983,-949577.0031999983
ZMBCODc000007,Zambia,Kalima,Democratic Republic of the Congo,Chiengi,Official,,"May 7, 2018",,,3226741.1363999993,-951498.7604999989
ZMBCODc000005,Zambia,Kaputa,Democratic Republic of the Congo,,Official,,"September 4, 2017",,,3303285.4257999994,-935415.2800999992
